,PRE062-1
ENSG00000270116,0.0
ENSG00000287637,0.0
ENSG00000286717,0.0
DSCR4-IT1,0.0
DSCR10,0.0
ENSG00000287470,0.0
ENSG00000287082,0.0
BRWD1-IT1,0.0
ENSG00000225330,0.0
DSCAM-IT1,0.0
ENSG00000288069,0.0
ENSG00000286425,0.0
PCSEAT,0.0
ENSG00000227698,0.0
UMODL1-AS1,0.0
RSPH1-DT,0.0
ENSG00000231867,0.0
ENSG00000286549,0.0
ENSG00000287507,0.0
ENSG00000241728,0.0014450087
ENSG00000287088,0.0
ENSG00000273027,0.0
ENSG00000286082,0.0
ENSG00000286594,0.0
ENSG00000286886,0.0
ENSG00000276633,0.0
ENSG00000280604,0.0
ENSG00000286224,0.0
DIP2A-IT1,0.0
DUXAP8,0.0
ENSG00000287285,0.0
ANKRD62P1-PARP4P3,0.0
ENSG00000288024,0.0
ENSG00000286195,0.0
ENSG00000286990,0.0
ENSG00000235445,0.0
ENSG00000234913,0.00166677
FAM246B,0.0
ENSG00000284294,0.0
DGCR11,0.005218213
ENSG00000281530,0.0
ENSG00000286367,0.0
ENSG00000287146,0.0
ENSG00000287652,0.0
ENSG00000273343,0.0
FAM230B,0.0
FAM246A,0.0
ENSG00000286365,0.0
ENSG00000286127,0.0
ENSG00000287864,0.0
ENSG00000232545,0.0
ENSG00000286070,0.0
ENSG00000230947,0.0
ENSG00000272977,0.003879289
ENSG00000286326,0.0
ENSG00000287034,0.0
TTC28-AS1,0.06025733
ENSG00000272858,0.002356647
ZNRF3-IT1,0.0
ENSG00000273216,0.0
ENSG00000234208,0.0
ENSG00000287967,0.0
ENSG00000273350,0.0
ENSG00000272689,0.0
ENSG00000223831,0.0
ENSG00000278920,0.0
ENSG00000287817,0.0
YWHAH-AS1,0.0
LARGE-IT1,0.0
LARGE-AS1,0.0
LINC02885,0.0
ENSG00000268818,0.0
ENSG00000287269,0.0
ENSG00000261675,0.0
ENSG00000287773,0.0
ENSG00000286485,0.0
ENSG00000287236,0.0
ELFN2,0.0
ENSG00000237862,0.0
ENSG00000279738,0.008809212
ENSG00000229955,0.0
ENSG00000286144,0.0
ENSG00000286440,0.0
ENSG00000287219,0.0
ENSG00000273096,0.0
ENSG00000288106,0.0
ENSG00000286491,0.0
SMIM45,0.0
ENSG00000286659,0.0
ENSG00000270083,0.0067543103
NDUFA6-DT,0.019821407
ENSG00000286801,0.0
ENSG00000279175,0.0
ENSG00000280434,0.004937761
ENSG00000230922,0.0
ENSG00000273353,0.0
ENSG00000280383,0.015153042
LINC00899,0.013016176
ENSG00000280384,0.0
ENSG00000285707,0.0
ENSG00000285855,0.0
ENSG00000287225,0.0
ENSG00000281732,0.0
NHIP,0.0
ENSG00000285623,0.0
ENSG00000285722,0.0
ENSG00000286393,0.0
ENSG00000280395,0.0
ENSG00000286508,0.0
DHRSX-IT1,0.0
ENSG00000285756,0.0
ENSG00000286431,0.0
ENSG00000285679,0.0
LINC03113,0.0
LINC03114,0.0
ENSG00000235834,0.0
ENSG00000286724,0.0
ENSG00000283380,0.0
ENSG00000237994,0.0
GK-IT1,0.0
ENSG00000241886,0.0068819243
ENSG00000285900,0.0
ENSG00000287700,0.0
H2AL3,0.0
ENSG00000285709,0.0
ENSG00000287098,0.0
ENSG00000287549,0.0
ENSG00000287223,0.0
ENSG00000285899,0.0
ENSG00000286306,0.0
INE1,0.0
ENSG00000287757,0.0
FLICR,0.0
ENSG00000286031,0.0
ENSG00000287767,0.0
ENSG00000287215,0.0
ENSG00000286118,0.0
KDM5C-IT1,0.0061000637
LINC01278,0.09192132
ARHGEF9-IT1,0.0
ENSG00000287370,0.0
ENSG00000286077,0.0
FAM226B,0.0065249354
ENSG00000271199,0.0
ENSG00000271533,0.03736513
ENSG00000288059,0.0
ENSG00000286523,0.0
TRMT2B-AS1,0.0
ENSG00000261101,0.0
ENSG00000286000,0.0
ENSG00000286794,0.0
ENSG00000271147,0.016586153
ENSG00000286327,0.0
ARMCX5-GPRASP2,0.0
ENSG00000286846,0.0
ENSG00000287619,0.0
AMMECR1-IT1,0.0
ENSG00000287685,0.0
ENSG00000286072,0.0
ENSG00000286767,0.0
ENSG00000237903,0.0
SLC25A5-AS1,0.02441129
ENSG00000286366,0.0
ENSG00000287379,0.0
ENSG00000286163,0.0
ENSG00000287776,0.0
ENSG00000287024,0.0
ENSG00000240143,0.0
ENSG00000286650,0.0
ENSG00000287160,0.0
ENSG00000287806,0.0
ENSG00000286060,0.0
MIR106AHG,0.007276067
ENSG00000286964,0.0
LINC00892,0.017174559
CDR1,0.0
ENSG00000288098,0.0
ENSG00000286085,0.0
ENSG00000287017,0.0
ENSG00000287796,0.0
FMR1-AS1,0.0059578796
FMR1-IT1,0.0
AFF2-IT1,0.0
ENSG00000287585,0.0
ENSG00000287918,0.0
MAGEA3-DT,0.0
MAGEA6-DT,0.0
ENSG00000286939,0.0
PWWP4,0.0
L1CAM-AS1,0.0
F8A2,0.0
ENSG00000286130,0.0
ENSG00000286050,0.0
ENSG00000273906,0.0
PRKY,0.0
LINC00279,0.0
FAM197Y7,0.0
FAM197Y6,0.0
ENSG00000286009,0.0
ENSG00000286201,0.0
ENSG00000288049,0.0
ENSG00000286247,0.0
ENSG00000288057,0.0
ENSG00000286187,0.0
ENSG00000283269,0.0
ACTL10,0.0
C8orf44,0.0
C8orf44-SGK3,0.0
REXO6P,0.002258462
RMRP,0.0
RNU11,0.0
ENSG00000288545,0.0
ENSG00000288654,0.0
ENSG00000288725,0.0
CEP192P1,0.0
RPPH1,0.0
ZNF285CP,0.0
CCT8L1P,0.0
RPS17P5,0.0
PMS2P4,0.024403946
VDAC1P1,0.0
PMS2P1,0.050744556
CROCCP3,0.0030767731
FER1L4,0.0043150773
ENSG00000093100,0.0
HSD17B7P2,0.020113463
GSTT2,0.0
CRYBB2P1,0.06118429
RPS10P5,0.0
ENSG00000103200,0.0
RRN3P2,0.0017285948
GOLGA8UP,0.0
ELOCP28,0.0
NHP2P1,0.0
NSUN5P2,0.07009373
ENSG00000106540,0.0
STAG3L4,0.06936235
TVP23BP2,0.0
ZNF29P,0.0
ENSG00000108516,0.0
HSD17B1P1,0.0
SDHCP5,0.0
DDX12B,0.0
FMO6P,0.0
BTF3P11,0.0
OTUD4P1,0.0
GLRXP3,0.0
LCN1P1,0.0
DPPA5P4,0.0
SEPTIN7P9,0.0
NACA3P,0.00047192682
ENSG00000121388,0.0
ARL4AP1,0.0
NME2P1,0.0030751117
GUCY1B2,0.00908634
TYRL,0.0
ZNF137P,0.0
PMS2P5,0.0045262724
HMGB1P1,0.0
PPP4R1L,0.011331608
NDUFB4P12,0.0
BTN2A3P,0.00527751
RPL32P21,0.0
HTR5BP,0.0
BPIFB9P,0.0
TUBBP1,0.0
PMS2P3,0.009958063
POM121L9P,0.0
TBC1D27P,0.0
EIF2S2P4,0.0033844307
CYP2G1P,0.0
TXLNGY,0.0
NAPSB,0.039943993
CLUHP3,0.03166223
KRT17P1,0.0
UBE2L2,0.0
HMGB1P5,0.002932447
GNG5B,0.0
ZDHHC8BP,0.0036248034
ZNF767P,0.013788076
PLEKHA8P1,0.004855994
FOLH1B,0.0
KRT87P,0.0
RPL13AP25,0.0
RPL7P9,0.0
RPL14P1,0.016289081
CDRT15P1,0.0
OR1E3,0.0
LSP1P4,0.016740434
SNRPA1P1,0.0
TRIM43CP,0.0
CDKN2AIPNLP2,0.0
PCDHB18P,0.0
WASH2P,0.023104548
RPL32P18,0.0021760545
FKBP6P2,0.0
FRG1BP,0.03906536
FRMPD2B,0.0
PPIAP26,0.0
ENSG00000150732,0.0
ENSG00000151303,0.0057955184
AKR1C6P,0.0
ZNF37CP,0.0
SMPD4BP,0.017545983
CLCA3P,0.0
CYP4Z2P,0.0
TDH,0.0
CEP170P1,0.0
CCDC144BP,0.02100598
CCDC144CP,0.0024543812
UNC93B2,0.0
CIBAR1P1,0.0
SSX8P,0.0
SNX29P1,0.0
OR10J6P,0.0
ATP5POP1,0.0
TUBBP5,0.00705972
ANKRD18CP,0.00072043395
TCAF2P1,0.0
ZNF890P,0.0
FAM86C2P,0.014996102
GBA1LP,0.0
POM121L15P,0.0
PRODHLP,0.0
SIGLEC16,0.0
ADCY10P1,0.0058012684
LSP1P3,0.0
DNAJA1P5,0.0
MT2P1,0.0
PRORSD1P,0.011140368
ALMS1P1,0.0040859454
FAM86KP,0.0
CFAP144P1,0.0
FBXL21P,0.004376958
INTS4P1,0.0
SEPTIN7P5,0.0
FAM86FP,0.0
ENSG00000165121,0.01651045
NCF1C,0.020254238
SHLD2P1,0.003089645
TRIM51HP,0.0
TRIM53BP,0.0
ENSG00000166104,0.0028318122
OR5P1P,0.0
PKD1L2,0.0
FAM86GP,0.0
HSBP1P2,0.0
OR5M13P,0.0
STRCP1,0.0
SAA3P,0.0
POM121L3P,0.0
NOS2P2,0.0
C3P1,0.0
ZNF355P,0.0
OR2W6P,0.0
DHFRP3,0.0
CMAHP,0.052416157
SPINT5P,0.0
TPTE2P5,0.012074327
PMCHL1,0.0
OR7E102P,0.0
PMCHL2,0.0
BRD7P3,0.0
ENSG00000169164,0.0
RPL36P14,0.0
GUSBP12,0.0
BCRP6,0.0
BCRP2,0.015573641
RBMY1HP,0.0
TSPY14P,0.0
ENSG00000170089,0.07103715
OR2A20P,0.0027359473
ENSG00000170409,0.0
DPY19L2P2,0.005586537
OR5E1P,0.0
CELP,0.0005335202
LILRP2,0.0
FAM86JP,0.010211806
SIGLEC17P,0.0
SSX6P,0.0
NMRAL2P,0.0
OR52P2P,0.0
OR7A2P,0.0
HMGN1P35,0.0
SERHL,0.006607762
CSPG4P4Y,0.0
GOLGA2P3Y,0.0
CSPG4P3Y,0.0
PRSS30P,0.008357502
RPL12P13,0.0
ZBTB8OSP2,0.0
ACTE1P,0.0
COX6B1P3,0.0
UNC93B3,0.0
VDAC2P5,0.0
TERF1P1,0.0
FAM86B3P,0.0028969888
ENSG00000173357,0.0
PPIAP7,0.0
ENSG00000173867,0.0
SNURFL,0.0
COMMD5P1,0.0
FAM3C2P,0.006414904
STAG3L3,0.06054504
PMS2P6,0.0
PPIAP24,0.0
RPL35P9,0.0
PPIAP80,0.0
RPL10P2,0.0
VN1R6P,0.0
FAM47DP,0.0
PPIAP72,0.0007035415
METTL15P1,0.0
VN2R1P,0.0
PAIP1P2,0.0
ANKRD30BP1,0.0
NF1P5,0.0
ACRP1,0.0
DRD5P2,0.0
GOLGA8DP,0.0
BAK1P1,0.0
RWDD4P2,0.0
EIF3KP1,0.0
OR52B3P,0.0
ARB2BP,0.0
RPL7AP66,0.0066836267
FAM220BP,0.0
RPL36P3,0.0
RPL23P2,0.0061252825
AQP7P4,0.0
ENSG00000176134,0.0
ENSG00000176183,0.0
ENSG00000176232,0.0
CDV3P1,0.0
CYCSP34,0.0
IDSP1,0.0
OR4K3,0.0
OR4H12P,0.0
FOXN3P1,0.0
RPL37AP8,0.0
PFN1P10,0.0
OR10AC1,0.0
DMBT1L1,0.0
NANOGP1,0.0
SCAND2P,0.042275865
OR10AB1P,0.024510449
OR52Z1P,0.0
OR51A1P,0.0
ZNF285BP,0.0
METTL1P1,0.0
FKBP9P1,0.0
KRT18P28,0.0
GJA1P1,0.0
ENSG00000176882,0.0
OR7A15P,0.0
TOB2P1,0.0
OR51N1P,0.0
RPL7L1P11,0.0
HCG4,0.0015624604
NAP1L4P1,0.0
PCNPP5,0.0
OR2M1P,0.0
ENSAP3,0.0
OR7E125P,0.0
RPL13AP3,0.0
OR7E8P,0.0
ENSG00000177418,0.0
CBX3P1,0.0
ENSG00000177452,0.0
OR7E149P,0.0
GIMAP3P,0.0
FXNP2,0.0
CDKN2AIPNLP1,0.0
RPS2P2,0.0
YWHAQP4,0.0
CACYBPP2,0.0026942194
SPATA31C2,0.0
ULK4P3,0.0
TWF1P1,0.0
GK4P,0.0
FAR2P2,0.010673432
RPS3AP5,0.0
H3P16,0.0
RPL10P16,0.004377645
NECAP1P1,0.0
CKS1BP6,0.0
GAPDHP29,0.0
ACTG1P1,0.0
MRPL42P1,0.0
PPIAP33,0.0
ARMC10P1,0.0
ENSG00000178715,0.0
GLULP4,0.0
H2BC2P,0.0
ENSG00000178836,0.0
NSA2P3,0.0
ENSG00000179038,0.0
TAAR3P,0.0
H3P47,0.0
RPL31P38,0.0
RPS2P28,0.0
OR7E97P,0.0
MEIS3P1,0.0
ENSG00000179342,0.0
HMGN2P46,0.0
OR4K11P,0.0
OR6W1P,0.0
OR13C6P,0.0
EEF1A1P27,0.0
NBPF17P,0.0
DGKZP1,0.0
ATP8B5P,0.0
OR7E22P,0.0
PHC1P1,0.0
PPP1R14BP3,0.0029695397
NAIPP2,0.0
SPDYE7P,0.0
RPA3P1,0.0
ENSG00000180015,0.0
ENSG00000180019,0.0
OR3A4P,0.0
ACER2P1,0.0
HMGN2P9,0.0
XIAPP3,0.0
RPS12P23,0.0
FAR2P1,0.0
HMGB1P14,0.0
RPL23P6,0.001409482
TPT1P10,0.0
HERC2P3,0.0015971897
NACAP2,0.0
CNEP1R1P1,0.0
EMC3-AS1,0.010343777
OR10AA1P,0.0
OR6K4P,0.0
SRP9P1,0.0
ZBTB12BP,0.0
RPL21P8,0.0
VN1R3,0.0
EXOC5P1,0.0
OR5AZ1P,0.0
OR51A9P,0.0
SMG1P3,0.0063999738
PIPSL,0.0
OR7E129P,0.0
ENSG00000180803,0.0
PDIA3P1,0.00069361937
OR52B1P,0.0
OR56B3P,0.0
OR7E18P,0.0
OR56B2P,0.0
ENTR1P2,0.0
OR52P1,0.0
HLA-V,0.0
H2BC27P,0.0
OR8G2P,0.0
DLSTP1,0.0
MTHFD2P7,0.0
OR5AK3P,0.0
OR5G1P,0.0
OR9G3P,0.0
CTAGE10P,0.0
HSP90AA6P,0.0
GLRX5P1,0.0
ENSG00000181514,0.0
RPL24P4,0.0059869518
ENSG00000181705,0.0
FDX1P1,0.0
OR5J1P,0.0
KCTD9P2,0.0
OR5D17P,0.0
OR4A21P,0.0
OR4A13P,0.0
PYY3,0.0
GOLGA8CP,0.0
AQP7P2,0.0
PPIAP73,0.0
TRPC2,0.0
PDSS1P1,0.0
CRIP1P4,0.0
OR5F2P,0.0
RPL27AP5,0.0
DNM1P46,0.0
OR2B8P,0.0
WASH6P,0.026027003
NCF1B,0.0
OR7E115P,0.0
OR4C2P,0.0
CSGALNACT2P1,0.0
ENSG00000182625,0.0
CCNYL2,0.0
FXYD6P3,0.0
SEPHS1P1,0.0
TMEM198B,0.048262667
FUNDC2P2,0.0
RRP7BP,0.044313155
RPS27AP20,0.0
GPATCH11P1,0.0
NPM1P14,0.0
TPM3P8,0.0
FAM133CP,0.015020792
OR2A3P,0.0
POM121L1P,0.0
ENSG00000183171,0.0
HSP90AB3P,0.0
RPL29P16,0.0
NF1P3,0.0
RPSAP19,0.0
ZBTB8OSP1,0.0
OR7E38P,0.016394995
PKD1P3,0.0
PI4KAP2,0.017083274
CRIPTOP2,0.0
BPIFA4P,0.0
HMGN3P1,0.0
SMG1P5,0.0017351642
GAPDHP30,0.0
GUSBP1,0.034470946
SLC9B1P1,0.0
OR4G2P,0.0
RPL21P132,0.0
DUSP5P1,0.0
HTR7P1,0.011529556
MAGEA13P,0.0
OR7E87P,0.0
ATP5PFP4,0.0
BRD7P2,0.0
TREML3P,0.0
RPL11P4,0.0
RPL7AP28,0.0
ENSG00000184188,0.0
DRD5P1,0.0
RPL23AP82,0.045994088
IRS3P,0.0044524064
RPL23AP38,0.0
PTGER4P2,0.0
RPL7P26,0.0
SPDYE12,0.0
ZNF840P,0.0
ZNF72BP,0.0
OR7E14P,0.019792678
OR5AQ1P,0.0
MGAT4EP,0.0
OR4C10P,0.0
UNC93B5,0.0
CYCSP45,0.0
RPL7AP49,0.0
SLC2A3P2,0.0
ZNF733P,0.0
OR7E31P,0.0
RPL9P14,0.0
GOLGA8EP,0.0
GAPDHP24,0.0
CD24P4,0.0
ENSG00000185296,0.0
SSX14P,0.0
FGF7P2,0.0
SDHAP1,0.01284781
SEPTIN7P13,0.011398414
WASH3P,0.11041987
ACTBP7,0.0
RPL14P6,0.0
FTH1P14,0.0
ENSG00000185641,0.012360786
OR5M5P,0.0
SMG1P4,0.0009637012
RPL12P4,0.0036943879
ENSG00000185839,0.0
OR11N1P,0.0
SDHAP3,0.0027025095
RPS4XP21,0.0
ENSG00000186076,0.0
KRT18P14,0.0
OR9M1P,0.0
ENSG00000186148,0.0
LILRP1,0.0
CIDECP1,0.035497595
PRSS59P,0.0
FAM86MP,0.0
ENSG00000186244,0.0
OR10D4P,0.0
MST1P2,0.08320709
CA5BP1,0.03863012
ATP6V1FP1,0.0
AQP7P1,0.0
ANKRD20A5P,0.0072600464
OR9I2P,0.0
CROCCP5,0.0
SPDYE17,0.0
EEF1GP1,0.0
ENSG00000186678,0.0
DTX2P1,0.0
MST1L,0.09958719
TPI1P3,0.0
KRT17P2,0.0
CHCHD2P9,0.0
FUNDC2P3,0.0
BAGE2,0.0
ENSG00000187472,0.0
HSD3BP1,0.0
SERPINA13P,0.0
RPL7P48,0.0
PRR13P5,0.00275151
TPM3P7,0.0
TERF1P2,0.0
TMSB4XP8,0.0
TSPY13P,0.0
KRT18P59,0.0
GTF2IP3,0.0
HSPE1P11,0.0
OR2B7P,0.0
GOLGA6EP,0.0
OR7E25P,0.0
RNFT1P3,0.0
CXXC1P1,0.0
OR5H7P,0.0
HS6ST1P1,0.0
PMS2CL,0.02252952
ANKRD19P,0.0
KCTD9P3,0.0
HNRNPA1P61,0.0
PDCD6P1,0.053726204
MEIS3P2,0.0
CTSL3P,0.0
ENSG00000188078,0.0
ALOX15P2,0.0
OR7D1P,0.0
GPAT2P2,0.0
GOLGA6L3P,0.0
ANKRD36P1,0.0
DEFB108F,0.0
OR4P1P,0.0
SRP72P2,0.0
WASF4P,0.0
ACTBP11,0.0
ENSG00000188512,0.0
NPIPP1,0.028807864
ENSG00000188646,0.0
TSPY7P,0.0
H1-9P,0.0
OR7E90P,0.0
TEKT4P2,0.0
OR13D3P,0.0
TBC1D3P2,0.0
TMSB4XP2,0.0
ZNF322P1,0.0
DPPA3P2,0.0
ENSG00000188850,0.0
RPSAP47,0.0
RPL10AP2,0.0
POTEA,0.0
USP32P1,0.0
DHFRP1,0.0
PROS2P,0.0
SHLD2P3,0.0
RIMKLBP1,0.0
UBE2Q2P1,0.041052863
RPL32P36,0.0
TNRC18P3,0.0
DPY19L2P1,0.0
SLC25A51P4,0.0
RPS2P46,0.0
FAM90A27P,0.0
ENSG00000189372,0.0
OR7E12P,0.0
USP32P3,0.0
RNU1-75P,0.0
MIR494,0.0
RNU1-15P,0.0
Y_RNA,0.0
SMIM7P1,0.0
IFITM3P3,0.0
ADAM5,0.0
OR11H13P,0.0
RPS2P4,0.0
RNF216P1,0.086427115
EEF1A1P5,0.002971806
Metazoa_SRP,0.0
HLA-DRB9,0.0
GUSBP15,0.0
PRSS29P,0.0
OR4Q2,0.0
ENSG00000196390,0.0
ENSG00000196395,0.0
OR10D1P,0.0
ENSG00000196472,0.0
OR9K1P,0.0
BLOC1S6P1,0.0
ANKRD20A19P,0.0
ENSG00000196656,0.0076522934
PDXDC2P-NPIPB14P,0.0112975435
NPIPB10P,0.0
ZNF252P,0.054495253
RPS26P11,0.0
NXF4,0.0
OR51A6P,0.0
RBMY1A3P,0.0
OR2T32P,0.0
ZNF300P1,0.017224647
GOLGA6L16P,0.0
ENSG00000197149,0.0
OR4C4P,0.0
OR2B4P,0.0
SSX11P,0.0
TCEA1P1,0.0
ENSG00000197254,0.0
EIF4BP6,0.0037334897
ENSG00000197320,0.0
Metazoa_SRP,0.0
BNIP3P1,0.0
GGT3P,0.0031790384
OR7E85BP,0.0
ADAM3A,0.0
ENSG00000197476,0.0
PRAMENP,0.0031934099
ENSG00000197550,0.0013792126
RPS17P2,0.0
GPX1P1,0.0
KLKP1,0.0
VN1R5,0.0
UBE2Q2P12,0.0
CBX3P7,0.0
PTMAP2,0.0016510722
SLC22A20P,0.0
OR5M12P,0.0
OR7E13P,0.0
NBEAP2,0.012816034
OR51A8P,0.0
ZNF734P,0.0
SAGE2P,0.0
PTMAP9,0.0
ZNF849P,0.0
ZNF876P,0.013236097
OR51H2P,0.0
GUSBP13,0.0
CYP2A7P2,0.0
OR5BB1P,0.0
ENSG00000198277,0.0
NUP210P1,0.0
BMS1P9,0.0
OR7A11P,0.0
BZW1P2,0.0034460279
TATDN2P1,0.0
ZNF658B,0.005743886
OR14L1,0.0
PABPC1P2,0.0
ENSG00000198555,0.0
ENSG00000198580,0.0
PPIAP22,0.011907828
ABHD17AP1,0.0
OR10R3P,0.0
SMIM11P1,0.0
MTCO3P12,0.015086958
OR7E103P,0.0
HSD3BP5,0.0
MTND4LP30,0.0
ENSG00000198923,0.0
MIRLET7E,0.0
MIR375,0.0
MIR30E,0.0
MIRLET7A2,0.0
MIR429,0.0
MIR380,0.0
MIR449A,0.0
MIR345,0.0
MIR16-2,0.0
MIR340,0.0
MIR107,0.0
MIR448,0.0
MIR370,0.0
MIR412,0.0
MIR377,0.0
MIR1-1,0.0
MIR381,0.0
MIR339,0.0
MIR103A2,0.0
MIR369,0.0
MIRLET7C,0.0
MIR371A,0.0
MIR425,0.0
MIR103A1,0.0
MIR219A1,0.0
MIR210,0.0
MIR335,0.0
MIR378A,0.0
MIR361,0.0
MIR324,0.0
MIR135B,0.0
MIR101-2,0.0
MIR323A,0.0
MIRLET7F1,0.0
MIR26A1,0.0
MIR129-2,0.0
MIR133B,0.0
MIR342,0.0
MIR148A,0.0
MIR379,0.0
MIR326,0.0
MIR410,0.0
MIR30C2,0.0
MIR372,0.0
MIR302C,0.0
MIR346,0.0
MIR409,0.0
MIR411,0.0
MIR26B,0.0
MIR148B,0.0
MIR383,0.0
MIR365A,0.0
MIR450A1,0.0
MIRLET7D,0.0
MIR101-1,0.0
MIR373,0.0
MIR302D,0.0
MIRLET7G,0.0
MIR337,0.0
MIR30D,0.0
MIR422A,0.0
MIR208A,0.0
MIR96,0.0
MIR126,0.0
MIRLET7A1,0.0
MIR374A,0.0
MIR367,0.0
MIR331,0.0
MIR31,0.0
MIRLET7I,0.0
ENSG00000199196,0.0
RN7SKP72,0.0
Y_RNA,0.0
Y_RNA,0.0
RNA5SP289,0.0
Y_RNA,0.0
Y_RNA,0.0
RNU105C,0.0
RNU6-1123P,0.0
RN7SKP184,0.0
RNU6-500P,0.0
Y_RNA,0.0
Y_RNA,0.0
Y_RNA,0.0
Y_RNA,0.0
RNU6-50P,0.0
ENSG00000199231,0.0
RNU6-834P,0.0
RNA5SP46,0.0
Y_RNA,0.0
Y_RNA,0.0
RNU6-896P,0.0
RNU6-28P,0.0
RNU6-664P,0.0
RNU6-874P,0.0
Y_RNA,0.0
SNORA60,0.0
RNA5S12,0.0
RNU6-349P,0.0
Y_RNA,0.0
RNA5SP26,0.0
RNU6-661P,0.0
ENSG00000199282,0.0
RNU1-58P,0.0
Y_RNA,0.0
RNU6-1094P,0.0
RNU6-502P,0.0
Y_RNA,0.0
Y_RNA,0.0
SNORA21,0.0
RNU6-1312P,0.0
RNA5SP430,0.0
RNU6-208P,0.0
Y_RNA,0.0
RNU6-858P,0.0
RNU6-222P,0.0
SNORD115-34,0.0
RNU4-82P,0.0
RNA5SP347,0.0
RNA5SP52,0.0
RN7SKP25,0.0
ENSG00000199321,0.0
RNA5SP183,0.0
RNU4-39P,0.0
RNU6-1298P,0.0
RNU6-230P,0.0
Y_RNA,0.0
Y_RNA,0.0
RNA5S11,0.0
RNU6-204P,0.0
RNA5S3,0.0
RNU5E-1,0.0070783654
RNU6-766P,0.0
Y_RNA,0.0
RNA5SP432,0.0
RNA5S1,0.0
RNA5SP273,0.0
Y_RNA,0.0
RNU6-1115P,0.0
RNU1-150P,0.0
Y_RNA,0.0
SNORA63E,0.0
RNA5SP327,0.0
Y_RNA,0.0
RNU6-1084P,0.0
U3,0.0
RNA5SP453,0.0
RNU5F-1,0.0
Y_RNA,0.0
RNU6-79P,0.0
RNU6-369P,0.0
SNORD114-7,0.0
ENSG00000199392,0.0
RNU6-600P,0.0
RNA5SP93,0.0
RNA5S5,0.0
Y_RNA,0.0
RNY4P19,0.0
RNA5SP308,0.0
SNORA1B,0.0
RNA5SP301,0.0
Y_RNA,0.0
Y_RNA,0.0
SNORD62,0.0
RNA5SP370,0.0
RN7SKP170,0.0
VTRNA3-1P,0.0
Y_RNA,0.0
RNU1-108P,0.0
SNORD9,0.0
Y_RNA,0.0
Y_RNA,0.0
Y_RNA,0.0
RNU6-543P,0.0
RNU6-845P,0.0
RNA5SP276,0.0
SNORD115-12,0.0
RNA5SP388,0.0
RNA5SP191,0.0
RNU4-35P,0.0
Y_RNA,0.0
RNU6-1216P,0.0
Y_RNA,0.0
Y_RNA,0.0
RNU6-556P,0.0
RNU1-62P,0.0
ENSG00000199470,0.0
Y_RNA,0.0
Y_RNA,0.0
SNORA63,0.0
ENSG00000199474,0.0
RN7SKP104,0.0
Y_RNA,0.0
SNORA31,0.0
RNA5SP389,0.0
RNU6-633P,0.0
RNU4-15P,0.0
Y_RNA,0.0
RNU1-70P,0.0
SNORD115-25,0.0
Y_RNA,0.0
RNU6-1313P,0.0
RNU1-94P,0.0
RNU6-247P,0.0
RNA5SP110,0.0
RNA5SP477,0.0
RNU6-212P,0.0
RNU6-235P,0.0
Y_RNA,0.0
Y_RNA,0.0
RNU6-386P,0.0
RNA5SP226,0.0
RNA5SP295,0.0
RNU6-462P,0.0
Y_RNA,0.0
RNA5SP305,0.0
RNU6-315P,0.0
Y_RNA,0.0
RNA5SP195,0.0
Y_RNA,0.0
Y_RNA,0.0
RNU6-545P,0.0
SNORA63,0.0
RNA5SP361,0.0
RNU6-37P,0.0
RNA5SP502,0.0
Y_RNA,0.0
ENSG00000199566,0.0
Y_RNA,0.0
RNU5A-1,0.0036036796
RNU6-228P,0.0
ENSG00000199571,0.0
RNA5SP174,0.0
SNORD18C,0.0
SNORD114-1,0.0
RNU6-822P,0.0
Y_RNA,0.0
Y_RNA,0.0
RNA5SP119,0.0
Y_RNA,0.0
RNA5SP321,0.0
SNORD114-14,0.0
RNU6-1301P,0.0
Y_RNA,0.0
RNU6-859P,0.0
RNU6-562P,0.0
RNU6-951P,0.0
RNY4P24,0.0
RNA5SP124,0.0
RNA5SP258,0.0
RN7SKP20,0.0
RNU6-989P,0.0
RNU6-1010P,0.0
RNU1-14P,0.0
Y_RNA,0.0
SNORD33,0.0
SNORA63,0.0
RNU4-79P,0.0
Y_RNA,0.0
Y_RNA,0.0
RNA5SP319,0.0
RN7SKP294,0.0
RNU4-90P,0.0
RNU6-1330P,0.0
RNU6-1272P,0.0
RNU1-35P,0.0
RNU6-1266P,0.0
SNORD3G,0.0
Y_RNA,0.0
Y_RNA,0.0
RNU4-21P,0.0
SNORD16,0.0
RNU6-862P,0.0
Y_RNA,0.0
Y_RNA,0.0
RN7SKP185,0.0
RNU1-38P,0.0
RN7SKP173,0.0
RNU6-1128P,0.0
RNU6-446P,0.0
Y_RNA,0.0
RNU6-223P,0.0
Y_RNA,0.0
RNU6-170P,0.0
SNORD115-29,0.0
Y_RNA,0.0
RNU4-23P,0.0
Y_RNA,0.0
Y_RNA,0.0
SNORD115-2,0.0
U8,0.0
Y_RNA,0.0
Y_RNA,0.0
RN7SKP74,0.0
RNU6-655P,0.0
RN7SKP95,0.0
RNU6-1079P,0.0
Y_RNA,0.0
RNA5SP307,0.0
RNU6-227P,0.0
RNU6-552P,0.0
Y_RNA,0.0
SNORD36A,0.0
Y_RNA,0.0
SNORD104,0.0
Y_RNA,0.0
Y_RNA,0.0
Y_RNA,0.0
Y_RNA,0.0
RNU6-363P,0.0
