,PRE018-1
RAB28P4,0.0
ENSG00000276897,0.0
Y_RNA,0.0
DUX4L14,0.0
MIR7106,0.0
FGFR3P3,0.0
MIR8080,0.0
Metazoa_SRP,0.0
ENSG00000276919,0.0
SPMIP3P1,0.0
MIR6797,0.0
ENSG00000276928,0.0
ENSG00000276929,0.0
Y_RNA,0.0
PLCE1P1,0.0
MIR4509-1,0.0
ENSG00000276945,0.0
ENSG00000276949,0.0
ENSG00000276951,0.0
Metazoa_SRP,0.0
RN7SL769P,0.0
ENSG00000276958,0.0
ENSG00000276960,0.0
MIR7848,0.0
ENSG00000276963,0.0
DUX4L23,0.0
ENSG00000276965,0.0
HYDIN2,0.0022723845
Metazoa_SRP,0.0
ENSG00000276991,0.0
ENSG00000276992,0.0
REXO1L2P,0.0
DUSP12P1,0.0
Metazoa_SRP,0.0
ENSG00000277003,0.0
RNA5SP412,0.0
TEX28P2,0.0
TEX28P3,0.0
MIR3179-4,0.0
ENSG00000277024,0.0
RNU6-1192P,0.0
MIR8071-2,0.0
RN7SL796P,0.0
SNORA71,0.0
ENSG00000277035,0.0
Metazoa_SRP,0.0
ENSG00000277040,0.0
ENSG00000277041,0.0
EEF1A1P42,0.0
RNA5SP530,0.0
Metazoa_SRP,0.0
MIR6763,0.0
GTF2IP1,0.0030603837
ENSG00000277056,0.0
MIR6779,0.0
RN7SL88P,0.0
MIR8084,0.0
ENSG00000277066,0.0
STAG3L2,0.023297256
MIR6131,0.0
ENSG00000289133,0.0
ENSG00000277081,0.0
PRSS3P3,0.0
RNU2-4P,0.0
ENSG00000277095,0.0
ENSG00000277096,0.0
ENSG00000277099,0.0
ENSG00000277103,0.0
SNORD49B,0.0
ENSG00000277109,0.0
ANKRD20A21P,0.0
Metazoa_SRP,0.0
ENSG00000277119,0.0
MIR6089,0.0
ENSG00000277124,0.0
PMS2P14,0.0
Metazoa_SRP,0.0
ENSG00000277129,0.0
ENSG00000277133,0.0
Metazoa_SRP,0.0
MIR6509,0.0
Metazoa_SRP,0.0
LILRA2P1,0.0
ENSG00000277146,0.0
TOMM40P1,0.0
ENSG00000277162,0.0
Metazoa_SRP,0.0
ENSG00000277171,0.0
GAPDHP41,0.0
ENSG00000277174,0.0
SNORA9,0.0
ENSG00000277188,0.0
ENSG00000277191,0.0
SNORD22,0.0
RN7SL270P,0.0
MIR8063,0.0
ENSG00000277206,0.0
ENSG00000277211,0.0
SDR42E1P2,0.0
ENSG00000277217,0.0
ENSG00000277227,0.0
Metazoa_SRP,0.0
RNU1-5P,0.0
FGFR3P4,0.0
MIR3118-3,0.0
U2,0.0
MIR6784,0.0
Metazoa_SRP,0.0
ENSG00000277252,0.0
CICP28,0.0
MIR7854,0.0
MIR6833,0.0
RN7SL556P,0.0
ENSG00000277269,0.0
DUX4L22,0.0
ENSG00000277289,0.0
ENSG00000277290,0.0
RN7SL489P,0.0
ATP5F1AP10,0.0
ENSG00000277304,0.0
ENSG00000277306,0.0
Metazoa_SRP,0.0
ENSG00000277311,0.0
7SK,0.0
HSPBAP1P1,0.0
ENSG00000277319,0.0
ENSG00000277320,0.0
SPDYE20P,0.0
ENSG00000277340,0.0
RNU6-489P,0.0
RNU1-6P,0.0
CICP25,0.0
NPAP1P7,0.0
ENSG00000277358,0.0
NEK2P1,0.0
SNORD49A,0.0
Metazoa_SRP,0.0
U1,0.0
MIR6724-3,0.0
Metazoa_SRP,0.0
MIR8058,0.0
MIR8053,0.0
MIR6881,0.0
Metazoa_SRP,0.0
ENSG00000277397,0.0
MIR6891,0.0
SEC22B4P,0.0040907213
ENSG00000277408,0.0
H2BP5,0.0
5S_rRNA,0.0
ENSG00000277413,0.0
RNA5SP531,0.0
REXO1L6P,0.0
ENSG00000277426,0.0
Y_RNA,0.0
ENSG00000277435,0.0
REXO1L5P,0.0
ENSG00000277437,0.0
KDM5DP1,0.0
ENSG00000277444,0.0
Metazoa_SRP,0.0
ENSG00000277447,0.0
RN7SL473P,0.0
Metazoa_SRP,0.0
ENSG00000277458,0.0
ENSG00000277460,0.0
RN7SL286P,0.0
ENSG00000277465,0.0
ENSG00000277466,0.0
RN7SL628P,0.0
ENSG00000277468,0.0
ENSG00000277469,0.0
Metazoa_SRP,0.0
MIR6894,0.0
MIR6165,0.0
ENSG00000277479,0.0
RN7SL321P,0.0
SAGE3P,0.0
5S_rRNA,0.0
ENSG00000277490,0.0
ENSG00000277492,0.0
ENSG00000277493,0.0
ENSG00000277498,0.0
ENSG00000277499,0.0
ENSG00000277500,0.0
ENSG00000277502,0.0
MPHOSPH10P5,0.0
RN7SL802P,0.0
BSNDP3,0.0
ENSG00000277509,0.0
Metazoa_SRP,0.0
SNORD65,0.0
ENSG00000277513,0.0
OR52Q1P,0.0
RN7SL495P,0.0
ENSG00000277516,0.0
OFD1P16Y,0.0
MIR8078,0.0
ENSG00000277524,0.0
NF1P10,0.0
ENSG00000277532,0.0
MIR8077,0.0
ENSG00000277542,0.0
ENSG00000277544,0.0
ENSG00000277549,0.0
ENSG00000277553,0.0
GOLGA8IP,0.0
ENSG00000277562,0.0
ENSG00000277563,0.0
ENSG00000277565,0.0
ENSG00000277568,0.0
MIR6134,0.0
ENSG00000277572,0.0
ENSG00000277575,0.0
ENSG00000277576,0.0
ENSG00000277577,0.0
Metazoa_SRP,0.0
RN7SL428P,0.0
ENSG00000277583,0.0
MIR6806,0.0
MIR7845,0.0
RN7SL575P,0.0
Metazoa_SRP,0.0
ENSG00000277598,0.0
ENSG00000277599,0.0
Y_RNA,0.0
Metazoa_SRP,0.0
ENSG00000277608,0.0
RNVU1-4,0.0
U6,0.0
Metazoa_SRP,0.0
ENSG00000277618,0.0
Metazoa_SRP,0.0
Y_RNA,0.0
Metazoa_SRP,0.0
MIR8061,0.0
RN7SL469P,0.0
ENSG00000277640,0.0
ENSG00000277646,0.0
ENSG00000277647,0.0
ENSG00000277653,0.0
ENSG00000277655,0.0
Metazoa_SRP,0.0
ENSG00000277670,0.0
ENSG00000277671,0.0
ENSG00000277672,0.0
ENSG00000277673,0.0
Metazoa_SRP,0.0
RNU1-153P,0.0
MIR6739,0.0
ENSG00000277689,0.0
ENSG00000277690,0.0
ENSG00000277694,0.0
MIR6770-2,0.0
ENSG00000277702,0.0
ENSG00000277704,0.0
ENSG00000277705,0.0
PGBD4P2,0.0
NBEAP5,0.0
ENSG00000277711,0.0
MIR6856,0.0
U6,0.0
H3C5P,0.0
Metazoa_SRP,0.0
ENSG00000277732,0.0
5_8S_rRNA,0.0
Metazoa_SRP,0.0
GOLGA6L17P,0.0
ENSG00000277743,0.0
ENSG00000277746,0.0
ENSG00000277747,0.0
ENSG00000277748,0.0
ENSG00000277752,0.0
U3,0.0
ENSG00000277755,0.0
MIR6719,0.0
RN7SL261P,0.0
ENSG00000277764,0.0
ENSG00000277766,0.0
RBM22P4,0.0
PLA2G10GP,0.0
Metazoa_SRP,0.0
RN7SL763P,0.0
Y_RNA,0.0
MIR6786,0.0
SNORD116-21,0.0
Metazoa_SRP,0.0
ENSG00000277795,0.0
ENSG00000277803,0.0
ENSG00000277809,0.0
MIR6738,0.0
Y_RNA,0.0
ENSG00000277826,0.0
ENSG00000277828,0.0
ENSG00000277830,0.0
MIR5701-2,0.0
MIR6811,0.0
SNORD30,0.0
ENSG00000277852,0.0
ENSG00000277859,0.0
PRAMEF34P,0.0
SCARNA15,0.0
ENSG00000277866,0.0
ENSG00000277867,0.0
ENSG00000277869,0.0
MIR6817,0.0
ENSG00000277876,0.0
ENSG00000277878,0.0
ENSG00000277881,0.0
ENSG00000277882,0.0
NLRP3P1,0.0
SNORA50C,0.0
MIR6846,0.0
MIR8081,0.0
U6,0.0
MIR6746,0.0
MLECP1,0.0
Metazoa_SRP,0.0
U2,0.0
MIR7850,0.0
ENSG00000277907,0.0
MIR8089,0.0
ENSG00000277913,0.0
DDX6P2,0.0
ENSG00000277916,0.0
RNVU1-28,0.0
MIR8067,0.0
ENSG00000277920,0.0
ENSG00000277922,0.0
U6,0.0
ENSG00000277941,0.0
MIR8075,0.0
RN7SL478P,0.0
SNORD3D,0.0
ENSG00000277948,0.0
Metazoa_SRP,0.0
ENSG00000277952,0.0
Metazoa_SRP,0.0
Metazoa_SRP,0.0
ENSG00000277966,0.0
ENSG00000277967,0.0
ENSG00000277968,0.0
ENSG00000277973,0.0
CSTP2,0.0
ENSG00000277977,0.0
ENSG00000277981,0.0
ENSG00000277984,0.0
SNORA67,0.0
U4,0.0
FAM30B,0.0
ENSG00000277994,0.0
ENSG00000277998,0.003390862
ENSG00000278001,0.0
ENSG00000278004,0.0
Metazoa_SRP,0.0
PPP1R26P4,0.0
ENSG00000278009,0.0
SNORA70,0.0
ENSG00000278020,0.0
ENSG00000278026,0.0
Y_RNA,0.0
MIR6731,0.0
MIR6076,0.0
ENSG00000278039,0.0
ENSG00000278040,0.0
ENSG00000278045,0.0
U2,0.0
ENSG00000278050,0.0
ENSG00000278054,0.0
ENSG00000278055,0.0
ENSG00000278066,0.0
ENSG00000278068,0.0
MIR6072,0.0
ENSG00000278072,0.0
MIR6726,0.0
ENSG00000278077,0.0
ENSG00000278078,0.0
ENSG00000278083,0.0
SNORD115-7,0.0
MIR7973-1,0.0
RNVU1-2A,0.0
Metazoa_SRP,0.0
ENSG00000278102,0.0
MIR8060,0.0
ENSG00000278104,0.0
ENSG00000278106,0.0
MIR6757,0.0
Metazoa_SRP,0.0
SUSD2P2,0.0
ENSG00000278113,0.0
AQP7P5,0.0
SNORD116-28,0.0
RN7SL186P,0.0
ENSG00000278128,0.0
ENSG00000278130,0.0
ENSG00000278131,0.0
U2,0.0
CLUHP11,0.0
NF1P7,0.0
ENSG00000278144,0.0
ENSG00000278151,0.0
MIR8062,0.0
ENSG00000278160,0.0
IL9RP5,0.0
Metazoa_SRP,0.0
ENSG00000278180,0.0
ENSG00000278181,0.0
ENSG00000278182,0.0
NF1P11,0.0
U6,0.0
RNA5-8SN1,0.0
ENSG00000278193,0.0
ENSG00000278197,0.0
GOLGA6L9-AS1,0.0
MIR6857,0.0
ENSG00000278205,0.0
ENSG00000278206,0.0
ENSG00000278212,0.0
CNTNAP3P5,0.0
ENSG00000278215,0.0
ENSG00000278217,0.0
ENSG00000278218,0.0
MIR6511A2,0.0
RN7SL536P,0.0
MIR6783,0.0
Metazoa_SRP,0.0
RNA5-8SN2,0.0
U2,0.0
ENSG00000278236,0.0
ENSG00000278237,0.0
RN7SL725P,0.0
SCARNA2,0.0
Metazoa_SRP,0.0
ENSG00000278256,0.0
SNORD1A,0.0
MIR6803,0.0
MIR6770-1,0.0
MIR6859-1,0.0
KMT2CP1,0.0
SNORA61,0.0
ENSG00000278275,0.0
MIR6816,0.0
MIR7856,0.0
ENSG00000278283,0.0
ENSG00000278287,0.0
RFPL4AP6,0.0
5_8S_rRNA,0.0
GRAMD4P3,0.0
ENSG00000278313,0.0
H3P46,0.0
ENSG00000278319,0.0
ENSG00000278324,0.0
MIR6802,0.0
RNU6-156P,0.0
ENSG00000278332,0.0
ENSG00000278333,0.0
ENSG00000278334,0.0
ENSG00000278337,0.0
MIR6862-2,0.0
ENSG00000278342,0.0
ENSG00000278346,0.0
Metazoa_SRP,0.0
MIR6754,0.0
ENSG00000278358,0.0
MIR7155,0.0
U4,0.0
ENSG00000278381,0.0
ENSG00000278382,0.0
ENSG00000278388,0.0
ENSG00000278391,0.0
ENSG00000278395,0.0
ENSG00000278399,0.0
ENSG00000278400,0.0
ENSG00000278404,0.0
ENSG00000278406,0.0
ENSG00000278410,0.0
MIR6854,0.0
ENSG00000278413,0.0
PMS2P2,0.0
MIR6512,0.0
MIR6819,0.0
ENSG00000278421,0.0
RN7SL331P,0.0
ENSG00000278424,0.0
ENSG00000278428,0.0
MIR6070,0.0
MIR7849,0.0
ENSG00000278441,0.0
ENSG00000278446,0.0
MIR6781,0.0
MIR6892,0.0
ENSG00000278454,0.0
CICP21,0.0
5S_rRNA,0.0
Metazoa_SRP,0.0
MIR6769B,0.0
Metazoa_SRP,0.0
ENSG00000278477,0.0
ENSG00000278478,0.0
ZBTB2P1,0.0
ENSG00000278482,0.0
MIR8087,0.0
ENSG00000278485,0.0
YRDCP1,0.0
ENSG00000278487,0.0
ENSG00000278496,0.0
RN7SL759P,0.0
ENSG00000278498,0.0
MIR6082,0.0
ENSG00000278510,0.0
ENSG00000278513,0.0
MIR6865,0.0
MIR7851,0.0
Y_RNA,0.0
MIR6810,0.0
RN7SL607P,0.0
ENSG00000278526,0.0
SNORD22,0.0
PLA2G10KP,0.0
MIR8070,0.0
CHMP1B2P,0.005869797
ENSG00000278531,0.0
ENSG00000278541,0.0
ENSG00000278543,0.0
MIR6736,0.0
RNU6-368P,0.0
ENSG00000278552,0.0
Metazoa_SRP,0.0
PTPN20CP,0.0
Metazoa_SRP,0.0
MIR7161,0.0
ENSG00000278572,0.0
ENSG00000278573,0.0
ENSG00000278577,0.0
ENSG00000278580,0.0
MIR6080,0.0
DNM1P5,0.0
SNX3P1Y,0.0
ENSG00000278586,0.0
ENSG00000278587,0.0
ZACNP1,0.0
RN7SL113P,0.0
U2,0.0
ENSG00000278592,0.0
ENSG00000278593,0.0
ENSG00000278594,0.0
MIR6077,0.0
MIR6775,0.0
ENSG00000278602,0.0
ENSG00000278603,0.0
RN7SL429P,0.0
BEND3P3,0.0
MIR8074,0.0
MIR8069,0.0
U6,0.0
SOWAHCP5,0.0
ENSG00000278635,0.0
Metazoa_SRP,0.0
Metazoa_SRP,0.0
DUX4L15,0.0
ENSG00000278643,0.0
CDK2AP2P1,0.0
ENSG00000278650,0.0
ENSG00000278654,0.0
ENSG00000278655,0.0
MIR6826,0.0
DUX4L10,0.0
ENSG00000278665,0.0
ENSG00000278667,0.0
MIR8059,0.0
ENSG00000278673,0.0032113744
CYCSP41,0.0
ENSG00000278681,0.0
ENSG00000278683,0.0
ENSG00000278684,0.0
ENSG00000278687,0.0
ENSG00000278694,0.0
RN7SL82P,0.0
Metazoa_SRP,0.0
Metazoa_SRP,0.0
Metazoa_SRP,0.0
ENSG00000278708,0.0
SNORD116-20,0.0
ENSG00000278720,0.0
Metazoa_SRP,0.0
ENSG00000278725,0.0
Metazoa_SRP,0.0
ENSG00000278734,0.0
ENSG00000278736,0.0
MIR6859-4,0.0
ENSG00000278744,0.0
ENSG00000278745,0.0
RN7SL660P,0.0
ENSG00000278752,0.0
ENSG00000278754,0.0
MIR6722,0.0
U6,0.0
DUX4L11,0.0
FAM27B,0.0
Metazoa_SRP,0.0
Metazoa_SRP,0.0
RN7SL3,0.0
ENSG00000278773,0.0
U2,0.0
ENSG00000278775,0.0
ENSG00000278778,0.0
MIR6071,0.0
Metazoa_SRP,0.0
DUX4L12,0.0
ENSG00000278791,0.0
U6,0.0
Metazoa_SRP,0.0
ENSG00000278797,0.0
MIR6823,0.0
ENSG00000278802,0.0
ENSG00000278813,0.0
Metazoa_SRP,0.0
ENSG00000278819,0.0
ENSG00000278822,0.0
ENSG00000278824,0.0
RN7SL640P,0.0
ENSG00000278830,0.0
ENSG00000278837,0.0
Metazoa_SRP,0.0
ENSG00000278842,0.0
MIR6879,0.0
ENSG00000278852,0.0
ENSG00000278854,0.0
ENSG00000278859,0.0
ENSG00000278860,0.0
ENSG00000278861,0.0
ENSG00000278862,0.0
ENSG00000278863,0.0
ENSG00000278864,0.0
ENSG00000278865,0.0
ENSG00000278866,0.0
ENSG00000278867,0.0
ENSG00000278872,0.0
PRO1804,0.009577144
ENSG00000278874,0.0
ENSG00000278875,0.0
ENSG00000278876,0.0
ENSG00000278877,0.0
ENSG00000278879,0.006193839
ENSG00000278880,0.0
ENSG00000278885,0.0
ENSG00000278886,0.0051928908
ENSG00000278887,0.0
ENSG00000278891,0.0
ENSG00000278892,0.0
ENSG00000278893,0.0
ENSG00000278894,0.0
ENSG00000278895,0.0
ENSG00000278896,0.0034387475
ENSG00000278897,0.0026153182
ENSG00000278898,0.17026757
ENSG00000278900,0.0
ENSG00000278902,0.0
ENSG00000278905,0.0
ENSG00000278908,0.0
ENSG00000278909,0.0
ENSG00000278911,0.0
ENSG00000278912,0.0
ENSG00000278913,0.0
ENSG00000278914,0.0
ENSG00000278917,0.0
ENSG00000278918,0.0
ENSG00000278922,0.0
ENSG00000278924,0.0
ENSG00000278926,0.0
ENSG00000278928,0.0
ENSG00000278929,0.0
ENSG00000278931,0.0052284445
ENSG00000278933,0.0
ENSG00000278934,0.0
ENSG00000278935,0.0
SMG6-IT1,0.0
ENSG00000278942,0.0
ENSG00000278943,0.0
ENSG00000278944,0.0
ENSG00000278945,0.0
ENSG00000278948,0.0027685435
ENSG00000278949,0.004764806
ENSG00000278950,0.0
ENSG00000278952,0.0
ENSG00000278953,0.0
ENSG00000278954,0.00079324574
ENSG00000278957,0.0
ENSG00000278958,0.0
ENSG00000278959,0.002422838
ENSG00000278962,0.0
ENSG00000278963,0.0054015405
ENSG00000278964,0.0
ENSG00000278965,0.0
ENSG00000278966,0.0
ENSG00000278967,0.0030873676
ENSG00000278969,0.0
ENSG00000278971,0.0
ENSG00000278972,0.0
ENSG00000278973,0.0
ENSG00000278974,0.0
ENSG00000278975,0.0
ENSG00000278977,0.0
ENSG00000278979,0.0011084257
ENSG00000278980,0.0
ENSG00000278982,0.0
ENSG00000278983,0.002577255
ENSG00000278985,0.0
ENSG00000278986,0.0
ENSG00000278987,0.0021752894
ENSG00000278988,0.0
ENSG00000278989,0.020072551
ENSG00000278990,0.0
ENSG00000278991,0.006336588
ENSG00000278992,0.0
ENSG00000278993,0.00047944995
ENSG00000278994,0.0
ENSG00000278995,0.0
ENSG00000278997,0.0
ENSG00000278998,0.0
ENSG00000278999,0.0
ENSG00000279001,0.0
ENSG00000279002,0.0
ENSG00000279004,0.0
ENSG00000279005,0.0
ENSG00000279009,0.0
ENSG00000279011,0.0
ENSG00000279013,0.0022482704
ENSG00000279014,0.0
ENSG00000279015,0.0
ENSG00000279016,0.0
ENSG00000279017,0.0
ENSG00000279019,0.0
C18orf15,0.0
ENSG00000279021,0.0
ENSG00000279022,0.0
ENSG00000279023,0.0
ENSG00000279024,0.0
ENSG00000279025,0.0
ENSG00000279026,0.005848651
ENSG00000279029,0.0
ENSG00000279030,0.0
ENSG00000279031,0.0
ENSG00000279032,0.0
ENSG00000279033,0.0
ENSG00000279034,0.0
ENSG00000279035,0.00050884875
ENSG00000279036,0.0
ENSG00000279040,0.0
ENSG00000279041,0.0014170288
ENSG00000279042,0.0
ENSG00000279043,0.0
ENSG00000279044,0.0
ENSG00000279045,0.0
ENSG00000279046,0.0
ENSG00000279048,0.0021081977
PWAR1,0.0036718147
ENSG00000279056,0.0
ENSG00000279057,0.0
ENSG00000279059,0.010584397
ENSG00000279061,0.0
CDRT15P8,0.0
ENSG00000279063,0.0
ENSG00000279065,0.0
ENSG00000279067,0.0
ENSG00000279069,0.0010293281
ENSG00000279071,0.0
ENSG00000279074,0.0
ENSG00000279075,0.0
ENSG00000279076,0.0
ENSG00000279077,0.0026811757
ENSG00000279083,0.0
ENSG00000279086,0.014208135
ENSG00000279087,0.0
ENSG00000279088,0.02638106
ENSG00000279089,0.0040031434
ENSG00000279090,0.0
ENSG00000279092,0.008789501
ENSG00000279093,0.0
ENSG00000279095,0.013611712
ENSG00000279097,0.0
ENSG00000279098,0.0
ENSG00000279099,0.0
ENSG00000279100,0.0
ENSG00000279103,0.002202787
ENSG00000279104,0.0
ENSG00000279106,0.0
ENSG00000279108,0.0016445493
ENSG00000279113,0.0
ENSG00000279114,0.0018155562
ENSG00000279117,0.014175427
ENSG00000279118,0.018691322
ENSG00000279120,0.0
ENSG00000279121,0.0
ENSG00000279122,0.0
ENSG00000279123,0.0
IGSF3P1,0.0
ENSG00000279125,0.0
ENSG00000279127,0.0
ENSG00000279128,0.0
ENSG00000279129,0.0
ENSG00000279130,0.0
ENSG00000279133,0.0064959587
ENSG00000279134,0.0
ENSG00000279135,0.0
ENSG00000279136,0.0
ENSG00000279137,0.0
ENSG00000279138,0.0
ENSG00000279139,0.0
ENSG00000279140,0.053712137
ENSG00000279142,0.0
ENSG00000279143,0.0
ENSG00000279144,0.0
ENSG00000279146,0.0
ENSG00000279147,0.0004505759
ENSG00000279148,0.0
ENSG00000279149,0.0
ENSG00000279155,0.0
ENSG00000279156,0.0
ENSG00000279157,0.0
ENSG00000279160,0.0
ENSG00000279161,0.0
ENSG00000279162,0.0
ENSG00000279163,0.0
ENSG00000279164,0.0
ENSG00000279165,0.0
ENSG00000279166,0.0042837015
ENSG00000279167,0.0
ENSG00000279171,0.0
ENSG00000279172,0.0
ENSG00000279173,0.0
ENSG00000279174,0.0
ENSG00000279176,0.0
CTBP2P9,0.0
ENSG00000279179,0.0
ENSG00000279180,0.0
ENSG00000279181,0.0
ENSG00000279186,0.0
ENSG00000279187,0.0
ENSG00000279189,0.0
ENSG00000279190,0.0
PWAR5,0.015955819
ENSG00000279193,0.0
ENSG00000279196,0.0
ENSG00000279197,0.0
ENSG00000279198,0.0
ENSG00000279199,0.0
ENSG00000279200,0.0
ENSG00000279201,0.0
ENSG00000279202,0.0
ENSG00000279203,0.0027289006
ENSG00000279204,0.0
ENSG00000279205,0.0
ENSG00000279207,0.018242761
ENSG00000279208,0.0
ENSG00000279209,0.0
ENSG00000279211,0.0
ENSG00000279212,0.0
SNX18P10,0.0
ENSG00000279214,0.0
ENSG00000279218,0.0
ENSG00000279221,0.0
ENSG00000279222,0.0
ENSG00000279223,0.0
ENSG00000279225,0.0
ENSG00000279227,0.003785062
ENSG00000279228,0.0
ENSG00000279231,0.0
ENSG00000279233,0.0019214822
ENSG00000279235,0.0
ENSG00000279236,0.0051500886
ENSG00000279237,0.0
ENSG00000279239,0.0
ENSG00000279246,0.0
ENSG00000279248,0.0
ENSG00000279250,0.0
ENSG00000279251,0.0
ENSG00000279253,0.0
ENSG00000279254,0.0
ENSG00000279255,0.0
ENSG00000279256,0.0
ENSG00000279259,0.0013526371
ENSG00000279262,0.0
ENSG00000279264,0.0
ENSG00000279265,0.0053462326
ENSG00000279266,0.0
ENSG00000279267,0.0073939045
ENSG00000279268,0.0
ENSG00000279269,0.0
ENSG00000279271,0.0
ENSG00000279273,0.0
ENSG00000279275,0.0
ENSG00000279276,0.0
ENSG00000279281,0.008902254
ENSG00000279283,0.0017498529
ENSG00000279284,0.0
ENSG00000279285,0.0
ENSG00000279286,0.0
ENSG00000279288,0.0
ENSG00000279289,0.16377969
ENSG00000279294,0.0
ENSG00000279295,0.0
PRAL,0.0043675024
ENSG00000279297,0.0
ENSG00000279299,0.0
ENSG00000279300,0.0
ENSG00000279302,0.0
ENSG00000279303,0.0
ENSG00000279304,0.0
ENSG00000279305,0.0
ENSG00000279306,0.00092811143
NDUFAF2P1,0.0
ENSG00000279310,0.0008682542
ENSG00000279311,0.0
ENSG00000279314,0.0
ENSG00000279315,0.0
ENSG00000279319,0.00563476
ENSG00000279320,0.008563588
ENSG00000279322,0.0
ENSG00000279324,0.0
ENSG00000279326,0.0
ENSG00000279328,0.0013397762
ENSG00000279329,0.003463064
ENSG00000279330,0.0
RBM12B-AS1,0.0
ENSG00000279332,0.0
ENSG00000279333,0.0
ENSG00000279334,0.0
ENSG00000279337,0.0
ENSG00000279339,0.0
ENSG00000279340,0.0
ENSG00000279343,0.0
ENSG00000279344,0.0
ENSG00000279347,0.0
ENSG00000279348,0.004096597
ENSG00000279349,0.0
ENSG00000279352,0.002087165
ENSG00000279353,0.0
ENSG00000279354,0.003564897
ENSG00000279356,0.0
ENSG00000279357,0.0
ENSG00000279358,0.0
ENSG00000279359,0.0
ENSG00000279360,0.0
ENSG00000279361,0.009613491
ENSG00000279364,0.0
ENSG00000279365,0.0
ENSG00000279366,0.0
ENSG00000279367,0.0
ENSG00000279368,0.0
ENSG00000279369,0.0061943997
ENSG00000279370,0.0
ENSG00000279372,0.0
ENSG00000279373,0.0
ENSG00000279376,0.0
ENSG00000279377,0.014992017
ENSG00000279378,0.0
ENSG00000279379,0.0
ENSG00000279381,0.0
ENSG00000279382,0.0
ENSG00000279384,0.00195804
ENSG00000279388,0.0
ENSG00000279390,0.0
ENSG00000279391,0.0
ENSG00000279392,0.0
ENSG00000279393,0.0033123293
ENSG00000279394,0.0010334016
ENSG00000279397,0.0
ENSG00000279398,0.0
ENSG00000279399,0.0
ENSG00000279401,0.0
ENSG00000279403,0.0
ENSG00000279404,0.0
ENSG00000279405,0.0
ENSG00000279406,0.0008292448
ENSG00000279407,0.0029538681
ENSG00000279409,0.0024217113
ENSG00000279410,0.0
ENSG00000279411,0.0
ENSG00000279412,0.0
CDRT15P9,0.0
ENSG00000279415,0.0
ENSG00000279416,0.003487501
ENSG00000279417,0.0028109713
ENSG00000279419,0.0
ENSG00000279420,0.0
ENSG00000279421,0.0
ENSG00000279422,0.0
ENSG00000279423,0.0
ENSG00000279425,0.0036331015
ENSG00000279426,0.0
ENSG00000279427,0.0031312185
ENSG00000279428,0.0
ENSG00000279429,0.0
ENSG00000279430,0.0
ENSG00000279431,0.0
ENSG00000279432,0.012655747
ENSG00000279433,0.00826054
ENSG00000279434,0.00313722
ENSG00000279437,0.0012463841
ENSG00000279438,0.0
ENSG00000279439,0.0
ENSG00000279441,0.0
ENSG00000279443,0.0
ENSG00000279444,0.0025114364
OR4N3BP,0.0
ENSG00000279446,0.0
ENSG00000279447,0.0
ENSG00000279450,0.0
ENSG00000279452,0.0
ENSG00000279453,0.018829482
ENSG00000279454,0.0
ENSG00000279455,0.0
ENSG00000279458,0.0
ENSG00000279459,0.0
ENSG00000279460,0.0032789877
ENSG00000279462,0.0
ENSG00000279464,0.0016071363
ENSG00000279465,0.0
ENSG00000279466,0.0
ENSG00000279469,0.0
ENSG00000279470,0.0
ENSG00000279474,0.0016062931
ENSG00000279475,0.0
ENSG00000279476,0.007711494
ENSG00000279477,0.0
ENSG00000279478,0.0
ENSG00000279479,0.0
ENSG00000279480,0.0
ENSG00000279481,0.0017912044
ENSG00000279482,0.0
KLHL30-AS1,0.0
ENSG00000279485,0.0
ENSG00000279488,0.0
ENSG00000279489,0.0
ENSG00000279490,0.0
ENSG00000279491,0.010417374
ENSG00000279495,0.008209718
ENSG00000279497,0.0
ENSG00000279498,0.0
ENSG00000279499,0.0
ENSG00000279500,0.0069163796
ENSG00000279502,0.004544112
ENSG00000279503,0.0
ENSG00000279504,0.0
ENSG00000279505,0.0
ENSG00000279507,0.0
ENSG00000279509,0.0
ENSG00000279511,0.0
ENSG00000279512,0.0
ENSG00000279513,0.0
ENSG00000279518,0.017305946
ENSG00000279519,0.017316109
ENSG00000279520,0.0
ENSG00000279521,0.0
ENSG00000279523,0.0
ENSG00000279525,0.0
ENSG00000279526,0.007752369
ENSG00000279527,0.0
ENSG00000279528,0.023446366
ENSG00000279531,0.0
ENSG00000279532,0.0
ENSG00000279534,0.0
ENSG00000279536,0.0
ENSG00000279537,0.0
ENSG00000279539,0.0036559014
ENSG00000279541,0.0
ENSG00000279542,0.0
ENSG00000279543,0.0
ENSG00000279544,0.004314557
ENSG00000279549,0.00468364
ENSG00000279550,0.0
ENSG00000279551,0.0
ENSG00000279554,0.0
ENSG00000279555,0.006904389
ENSG00000279557,0.0021566572
ENSG00000279559,0.0
ENSG00000279561,0.006288162
ENSG00000279562,0.0
ENSG00000279565,0.0
ENSG00000279567,0.0
ENSG00000279568,0.0010836744
ENSG00000279569,0.0
ENSG00000279570,0.0
ENSG00000279573,0.0018433538
ENSG00000279575,0.0
ENSG00000279578,0.0
ENSG00000279581,0.0
ENSG00000279583,0.0
ENSG00000279584,0.0026651593
ENSG00000279585,0.0
ENSG00000279586,0.0
ENSG00000279587,0.0017692149
ENSG00000279589,0.00050217286
ENSG00000279590,0.0
ENSG00000279591,0.0064508654
